region,sex,age_group,year,residents
Central Region,Male,0 - 4 Years,2025,18420.0
Central Region,Male,0 - 4 Years,2024,18580.0
Central Region,Male,0 - 4 Years,2023,18530.0
Central Region,Male,0 - 4 Years,2022,18180.0
Central Region,Male,0 - 4 Years,2021,17820.0
Central Region,Male,0 - 4 Years,2020,18090.0
Central Region,Male,0 - 4 Years,2019,18410.0
Central Region,Male,5 - 9 Years,2025,22330.0
Central Region,Male,5 - 9 Years,2024,22360.0
Central Region,Male,5 - 9 Years,2023,22170.0
Central Region,Male,5 - 9 Years,2022,22090.0
Central Region,Male,5 - 9 Years,2021,21760.0
Central Region,Male,5 - 9 Years,2020,21770.0
Central Region,Male,5 - 9 Years,2019,21710.0
Central Region,Male,10 - 14 Years,2025,22770.0
Central Region,Male,10 - 14 Years,2024,22400.0
Central Region,Male,10 - 14 Years,2023,22260.0
Central Region,Male,10 - 14 Years,2022,21570.0
Central Region,Male,10 - 14 Years,2021,21290.0
Central Region,Male,10 - 14 Years,2020,21830.0
Central Region,Male,10 - 14 Years,2019,21860.0
Central Region,Male,15 - 19 Years,2025,22070.0
Central Region,Male,15 - 19 Years,2024,21850.0
Central Region,Male,15 - 19 Years,2023,21530.0
Central Region,Male,15 - 19 Years,2022,21010.0
Central Region,Male,15 - 19 Years,2021,20520.0
Central Region,Male,15 - 19 Years,2020,21260.0
Central Region,Male,15 - 19 Years,2019,21730.0
Central Region,Male,20 - 24 Years,2025,21430.0
Central Region,Male,20 - 24 Years,2024,21550.0
Central Region,Male,20 - 24 Years,2023,21590.0
Central Region,Male,20 - 24 Years,2022,21910.0
Central Region,Male,20 - 24 Years,2021,22230.0
Central Region,Male,20 - 24 Years,2020,22690.0
Central Region,Male,20 - 24 Years,2019,23280.0
Central Region,Male,25 - 29 Years,2025,25410.0
Central Region,Male,25 - 29 Years,2024,25730.0
Central Region,Male,25 - 29 Years,2023,26740.0
Central Region,Male,25 - 29 Years,2022,27240.0
Central Region,Male,25 - 29 Years,2021,26930.0
Central Region,Male,25 - 29 Years,2020,28120.0
Central Region,Male,25 - 29 Years,2019,28460.0
Central Region,Male,30 - 34 Years,2025,33500.0
Central Region,Male,30 - 34 Years,2024,33600.0
Central Region,Male,30 - 34 Years,2023,33770.0
Central Region,Male,30 - 34 Years,2022,32490.0
Central Region,Male,30 - 34 Years,2021,29990.0
Central Region,Male,30 - 34 Years,2020,29020.0
Central Region,Male,30 - 34 Years,2019,28190.0
Central Region,Male,35 - 39 Years,2025,34760.0
Central Region,Male,35 - 39 Years,2024,33430.0
Central Region,Male,35 - 39 Years,2023,31160.0
Central Region,Male,35 - 39 Years,2022,29260.0
Central Region,Male,35 - 39 Years,2021,28560.0
Central Region,Male,35 - 39 Years,2020,29380.0
Central Region,Male,35 - 39 Years,2019,29730.0
Central Region,Male,40 - 44 Years,2025,33540.0
Central Region,Male,40 - 44 Years,2024,33190.0
Central Region,Male,40 - 44 Years,2023,33410.0
Central Region,Male,40 - 44 Years,2022,32280.0
Central Region,Male,40 - 44 Years,2021,31590.0
Central Region,Male,40 - 44 Years,2020,32900.0
Central Region,Male,40 - 44 Years,2019,33600.0
Central Region,Male,45 - 49 Years,2025,34390.0
Central Region,Male,45 - 49 Years,2024,34420.0
Central Region,Male,45 - 49 Years,2023,34690.0
Central Region,Male,45 - 49 Years,2022,34940.0
Central Region,Male,45 - 49 Years,2021,34650.0
Central Region,Male,45 - 49 Years,2020,36330.0
Central Region,Male,45 - 49 Years,2019,36590.0
Central Region,Male,50 - 54 Years,2025,36210.0
Central Region,Male,50 - 54 Years,2024,35910.0
Central Region,Male,50 - 54 Years,2023,35240.0
Central Region,Male,50 - 54 Years,2022,33840.0
Central Region,Male,50 - 54 Years,2021,32320.0
Central Region,Male,50 - 54 Years,2020,33360.0
Central Region,Male,50 - 54 Years,2019,33910.0
Central Region,Male,55 - 59 Years,2025,32260.0
Central Region,Male,55 - 59 Years,2024,32430.0
Central Region,Male,55 - 59 Years,2023,33040.0
Central Region,Male,55 - 59 Years,2022,32590.0
Central Region,Male,55 - 59 Years,2021,32260.0
Central Region,Male,55 - 59 Years,2020,33690.0
Central Region,Male,55 - 59 Years,2019,34350.0
Central Region,Male,60 - 64 Years,2025,32270.0
Central Region,Male,60 - 64 Years,2024,32730.0
Central Region,Male,60 - 64 Years,2023,32880.0
Central Region,Male,60 - 64 Years,2022,32550.0
Central Region,Male,60 - 64 Years,2021,32230.0
Central Region,Male,60 - 64 Years,2020,33250.0
Central Region,Male,60 - 64 Years,2019,32870.0
Central Region,Male,65 - 69 Years,2025,31060.0
Central Region,Male,65 - 69 Years,2024,30510.0
Central Region,Male,65 - 69 Years,2023,30210.0
Central Region,Male,65 - 69 Years,2022,29160.0
Central Region,Male,65 - 69 Years,2021,27890.0
Central Region,Male,65 - 69 Years,2020,27790.0
Central Region,Male,65 - 69 Years,2019,27560.0
Central Region,Male,70 - 74 Years,2025,25310.0
Central Region,Male,70 - 74 Years,2024,25000.0
Central Region,Male,70 - 74 Years,2023,24520.0
Central Region,Male,70 - 74 Years,2022,23930.0
Central Region,Male,70 - 74 Years,2021,23440.0
Central Region,Male,70 - 74 Years,2020,22690.0
Central Region,Male,70 - 74 Years,2019,20610.0
Central Region,Male,75 - 79 Years,2025,19670.0
Central Region,Male,75 - 79 Years,2024,17780.0
Central Region,Male,75 - 79 Years,2023,16320.0
Central Region,Male,75 - 79 Years,2022,14570.0
Central Region,Male,75 - 79 Years,2021,12790.0
Central Region,Male,75 - 79 Years,2020,13130.0
Central Region,Male,75 - 79 Years,2019,13970.0
Central Region,Male,80 - 84 Years,2025,10180.0
Central Region,Male,80 - 84 Years,2024,10760.0
Central Region,Male,80 - 84 Years,2023,10710.0
Central Region,Male,80 - 84 Years,2022,10720.0
Central Region,Male,80 - 84 Years,2021,10490.0
Central Region,Male,80 - 84 Years,2020,9920.0
Central Region,Male,80 - 84 Years,2019,9390.0
Central Region,Male,85 - 89 Years,2025,6610.0
Central Region,Male,85 - 89 Years,2024,6080.0
Central Region,Male,85 - 89 Years,2023,5510.0
Central Region,Male,85 - 89 Years,2022,5190.0
Central Region,Male,85 - 89 Years,2021,5110.0
Central Region,Male,85 - 89 Years,2020,5040.0
Central Region,Male,85 - 89 Years,2019,4780.0
Central Region,Male,90 Years & Over,2025,3490.0
Central Region,Male,90 Years & Over,2024,3280.0
Central Region,Male,90 Years & Over,2023,3150.0
Central Region,Male,90 Years & Over,2022,3040.0
Central Region,Male,90 Years & Over,2021,2950.0
Central Region,Male,90 Years & Over,2020,2790.0
Central Region,Male,90 Years & Over,2019,2600.0
Central Region,Female,0 - 4 Years,2025,17980.0
Central Region,Female,0 - 4 Years,2024,18020.0
Central Region,Female,0 - 4 Years,2023,18030.0
Central Region,Female,0 - 4 Years,2022,17620.0
Central Region,Female,0 - 4 Years,2021,17410.0
Central Region,Female,0 - 4 Years,2020,17550.0
Central Region,Female,0 - 4 Years,2019,17770.0
Central Region,Female,5 - 9 Years,2025,21540.0
Central Region,Female,5 - 9 Years,2024,21610.0
Central Region,Female,5 - 9 Years,2023,21440.0
Central Region,Female,5 - 9 Years,2022,21150.0
Central Region,Female,5 - 9 Years,2021,20790.0
Central Region,Female,5 - 9 Years,2020,20970.0
Central Region,Female,5 - 9 Years,2019,20940.0
Central Region,Female,10 - 14 Years,2025,22220.0
Central Region,Female,10 - 14 Years,2024,21770.0
Central Region,Female,10 - 14 Years,2023,21810.0
Central Region,Female,10 - 14 Years,2022,21310.0
Central Region,Female,10 - 14 Years,2021,20860.0
Central Region,Female,10 - 14 Years,2020,21610.0
Central Region,Female,10 - 14 Years,2019,21780.0
Central Region,Female,15 - 19 Years,2025,22110.0
Central Region,Female,15 - 19 Years,2024,21990.0
Central Region,Female,15 - 19 Years,2023,21600.0
Central Region,Female,15 - 19 Years,2022,20810.0
Central Region,Female,15 - 19 Years,2021,20160.0
Central Region,Female,15 - 19 Years,2020,21120.0
Central Region,Female,15 - 19 Years,2019,21620.0
Central Region,Female,20 - 24 Years,2025,21760.0
Central Region,Female,20 - 24 Years,2024,21810.0
Central Region,Female,20 - 24 Years,2023,21970.0
Central Region,Female,20 - 24 Years,2022,22010.0
Central Region,Female,20 - 24 Years,2021,21950.0
Central Region,Female,20 - 24 Years,2020,23080.0
Central Region,Female,20 - 24 Years,2019,23740.0
Central Region,Female,25 - 29 Years,2025,27030.0
Central Region,Female,25 - 29 Years,2024,27530.0
Central Region,Female,25 - 29 Years,2023,28310.0
Central Region,Female,25 - 29 Years,2022,28790.0
Central Region,Female,25 - 29 Years,2021,28200.0
Central Region,Female,25 - 29 Years,2020,29650.0
Central Region,Female,25 - 29 Years,2019,30030.0
Central Region,Female,30 - 34 Years,2025,37490.0
Central Region,Female,30 - 34 Years,2024,37380.0
Central Region,Female,30 - 34 Years,2023,37800.0
Central Region,Female,30 - 34 Years,2022,35940.0
Central Region,Female,30 - 34 Years,2021,32980.0
Central Region,Female,30 - 34 Years,2020,32440.0
Central Region,Female,30 - 34 Years,2019,31690.0
Central Region,Female,35 - 39 Years,2025,39610.0
Central Region,Female,35 - 39 Years,2024,38330.0
Central Region,Female,35 - 39 Years,2023,35700.0
Central Region,Female,35 - 39 Years,2022,33810.0
Central Region,Female,35 - 39 Years,2021,33060.0
Central Region,Female,35 - 39 Years,2020,34600.0
Central Region,Female,35 - 39 Years,2019,35220.0
Central Region,Female,40 - 44 Years,2025,38630.0
Central Region,Female,40 - 44 Years,2024,38280.0
Central Region,Female,40 - 44 Years,2023,38410.0
Central Region,Female,40 - 44 Years,2022,37010.0
Central Region,Female,40 - 44 Years,2021,36060.0
Central Region,Female,40 - 44 Years,2020,37290.0
